398,87
399,89
400,91
401,93
402,95
403,96
404,98
405,99
406,99
407,100
408,100
409,100
410,100
411,99
412,98
413,97
414,96
415,95
416,93
417,91
418,89
419,86
420,84
421,81
422,78
423,75
424,71
425,68
426,64
427,60
428,56
429,52
430,47
431,43
432,38
433,33
434,29
435,24
436,19
437,14
438,9
439,4
440,-1
441,-6
442,-11
443,-16
444,-21
445,-26
446,-30
447,-35
448,-40
449,-44
450,-49
451,-53
452,-57
453,-61
454,-65
455,-69
456,-72
457,-76
458,-79
459,-82
460,-85
461,-87
462,-90
463,-92
464,-94
465,-95
466,-97
467,-98
468,-99
469,-99
470,-100
471,-100
472,-100
473,-100
474,-99
475,-98
476,-97
477,-96
478,-94
479,-93
480,-91
481,-88
482,-86
483,-83
484,-80
485,-77
486,-74
487,-71
488,-67
489,-63
490,-59
491,-55
492,-51
493,-46
494,-42
495,-37
496,-33
497,-28
498,-23
499,-18
500,-13
501,-8
502,-3
503,2
504,7
505,12
506,17
507,22
508,26
509,31
510,36
511,41
512,45
513,49
514,54
515,58
516,62
517,66
518,69
519,73
520,76
521,79
522,82
523,85
524,88
525,90
526,92
527,94
528,95
529,97
530,98
531,99
532,99
533,100
534,100
535,100
536,100
537,99
538,98
539,97
540,96
541,94
542,92
543,90
544,88
545,85
546,83
547,80
548,77
549,73
550,70
551,66
552,62
553,58
554,54
555,50
556,46
557,41
558,37
559,32
560,27
561,22
562,17
563,12
564,7
565,2
566,-3
567,-8
568,-13
569,-17
570,-22
571,-27
572,-32
573,-37
574,-41
575,-46
576,-50
577,-54
578,-59
579,-63
580,-66
581,-70
582,-73
583,-77
584,-80
585,-83
586,-86
587,-88
588,-90
589,-92
590,-94
591,-96
592,-97
593,-98
594,-99
595,-100
596,-100
597,-100
598,-100
599,-99
600,-99
601,-98
602,-97
603,-95
604,-94
605,-92
606,-90
607,-88
608,-85
609,-82
610,-79
611,-76
612,-73
613,-69
614,-66
615,-62
616,-58
617,-54
618,-49
619,-45
620,-40
621,-36
622,-31
623,-26
624,-21
625,-17
626,-12
627,-7
628,-2
629,3
630,8
631,13
632,18
633,23
634,28
635,33
636,37
637,42
638,47
639,51
640,55
641,59
642,63
643,67
644,71
645,74
646,77
647,80
648,83
649,86
650,88
651,91
652,93
653,94
654,96
655,97
656,98
657,99
658,100
659,100
660,100
661,100
662,99
663,99
664,98
665,97
666,95
667,93
668,92
669,89
670,87
671,85
672,82
673,79
674,76
675,72
676,69
677,65
678,61
679,57
680,53
681,49
682,44
683,40
684,35
685,30
686,25
687,21
688,16
689,11
690,6
691,1
692,-4
693,-9
694,-14
695,-19
696,-24
697,-29
698,-34
699,-38
700,-43
701,-47
702,-52
703,-56
704,-60
705,-64
706,-68
707,-71
708,-75
709,-78
710,-81
711,-84
712,-86
713,-89
714,-91
715,-93
716,-95
717,-96
718,-97
719,-98
720,-99
721,-100
722,-100
723,-100
724,-100
725,-99
726,-99
727,-98
728,-96
729,-95
730,-93
731,-91
732,-89
733,-87
734,-84
735,-81
736,-78
737,-75
738,-72
739,-68
740,-64
741,-60
742,-56
743,-52
744,-48
745,-43
746,-39
747,-34
748,-29
749,-25
750,-20
751,-15
752,-10
753,-5
754,0
755,5
756,10
757,15
758,20
759,25
760,30
761,34
762,39
763,44
764,48
765,52
766,57
767,61
768,64
769,68
770,72
771,75
772,78
773,81
774,84
775,87
776,89
777,91
778,93
779,95
780,96
781,98
782,99
783,99
784,100
785,100
786,100
787,100
788,99
789,98
790,97
791,96
792,95
793,93
794,91
795,89
796,86
797,84
798,81
799,78
800,75
801,71
802,67
803,64
804,60
805,56
806,51
807,47
808,43
809,38
810,33
811,29
812,24
813,19
814,14
815,9
816,4
817,-1
818,-6
819,-11
820,-16
821,-21
822,-26
823,-30
824,-35
825,-40
826,-44
827,-49
828,-53
829,-57
830,-61
831,-65
832,-69
833,-72
834,-76
835,-79
836,-82
837,-85
838,-87
839,-90
840,-92
841,-94
842,-95
843,-97
844,-98
845,-99
846,-99
847,-100
848,-100
849,-100
850,-100
851,-99
852,-98
853,-97
854,-96
855,-94
856,-93
857,-91
858,-88
859,-86
860,-83
861,-80
862,-77
863,-74
864,-70
865,-67
866,-63
867,-59
868,-55
869,-51
870,-46
871,-42
872,-37
873,-33
874,-28
875,-23
876,-18
877,-13
878,-8
879,-3
880,2
881,7
882,12
1,5
2,10
3,15
4,20
5,25
6,30
7,34
8,39
9,43
10,48
11,52
12,56
13,61
14,64
15,68
16,72
17,75
18,78
19,81
20,84
21,87
22,89
23,91
24,93
25,95
26,96
27,98
28,99
29,99
30,100
31,100
32,100
33,100
34,99
35,98
36,97
37,96
38,95
39,93
40,91
41,89
42,86
43,84
44,81
45,78
46,75
47,71
48,68
49,64
50,60
51,56
52,52
53,47
54,43
55,38
56,33
57,29
58,24
59,19
60,14
61,9
62,4
63,-1
64,-6
65,-11
66,-16
67,-21
68,-26
69,-30
70,-35
71,-40
72,-44
73,-49
74,-53
75,-57
76,-61
77,-65
78,-69
79,-72
80,-76
81,-79
